icd9,icd10,description
80604,S14154,Closed fracture of C1-C4 level with other specified spinal cord injury
80605,S12400,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S12401,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S12500,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S12501,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S12600,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S12601,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S14105,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S14106,Closed fracture of C5-C7 level with unspecified spinal cord injury
80605,S14107,Closed fracture of C5-C7 level with unspecified spinal cord injury
80606,S12400,Closed fracture of C5-C7 level with complete lesion of cord
80606,S12401,Closed fracture of C5-C7 level with complete lesion of cord
80606,S12500,Closed fracture of C5-C7 level with complete lesion of cord
80606,S12501,Closed fracture of C5-C7 level with complete lesion of cord
80606,S12600,Closed fracture of C5-C7 level with complete lesion of cord
80606,S12601,Closed fracture of C5-C7 level with complete lesion of cord
80606,S14115,Closed fracture of C5-C7 level with complete lesion of cord
80606,S14116,Closed fracture of C5-C7 level with complete lesion of cord
80606,S14117,Closed fracture of C5-C7 level with complete lesion of cord
80607,S12400,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S12401,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S12500,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S12501,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S12600,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S12601,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S14135,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S14136,Closed fracture of C5-C7 level with anterior cord syndrome
80607,S14137,Closed fracture of C5-C7 level with anterior cord syndrome
80608,S12400,Closed fracture of C5-C7 level with central cord syndrome
80608,S12401,Closed fracture of C5-C7 level with central cord syndrome
80608,S12500,Closed fracture of C5-C7 level with central cord syndrome
80608,S12501,Closed fracture of C5-C7 level with central cord syndrome
80608,S12600,Closed fracture of C5-C7 level with central cord syndrome
80608,S12601,Closed fracture of C5-C7 level with central cord syndrome
80608,S14125,Closed fracture of C5-C7 level with central cord syndrome
80608,S14126,Closed fracture of C5-C7 level with central cord syndrome
80608,S14127,Closed fracture of C5-C7 level with central cord syndrome
80609,S12400,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S12401,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S12500,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S12501,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S12600,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S12601,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S14155,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S14156,Closed fracture of C5-C7 level with other specified spinal cord injury
80609,S14157,Closed fracture of C5-C7 level with other specified spinal cord injury
80610,S12000,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12001,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12100,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12101,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12200,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12201,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12300,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S12301,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S14101,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S14102,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S14103,Open fracture of C1-C4 level with unspecified spinal cord injury
80610,S14104,Open fracture of C1-C4 level with unspecified spinal cord injury
80611,S12000,Open fracture of C1-C4 level with complete lesion of cord
80611,S12001,Open fracture of C1-C4 level with complete lesion of cord
80611,S12100,Open fracture of C1-C4 level with complete lesion of cord
80611,S12101,Open fracture of C1-C4 level with complete lesion of cord
80611,S12200,Open fracture of C1-C4 level with complete lesion of cord
80611,S12201,Open fracture of C1-C4 level with complete lesion of cord
80611,S12300,Open fracture of C1-C4 level with complete lesion of cord
80611,S12301,Open fracture of C1-C4 level with complete lesion of cord
80611,S14111,Open fracture of C1-C4 level with complete lesion of cord
80611,S14112,Open fracture of C1-C4 level with complete lesion of cord
80611,S14113,Open fracture of C1-C4 level with complete lesion of cord
80611,S14114,Open fracture of C1-C4 level with complete lesion of cord
80612,S12000,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12001,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12100,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12101,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12200,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12201,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12300,Open fracture of C1-C4 level with anterior cord syndrome
80612,S12301,Open fracture of C1-C4 level with anterior cord syndrome
80612,S14131,Open fracture of C1-C4 level with anterior cord syndrome
80612,S14132,Open fracture of C1-C4 level with anterior cord syndrome
80612,S14133,Open fracture of C1-C4 level with anterior cord syndrome
80612,S14134,Open fracture of C1-C4 level with anterior cord syndrome
80613,S12000,Open fracture of C1-C4 level with central cord syndrome
80613,S12001,Open fracture of C1-C4 level with central cord syndrome
80613,S12100,Open fracture of C1-C4 level with central cord syndrome
80613,S12101,Open fracture of C1-C4 level with central cord syndrome
80613,S12200,Open fracture of C1-C4 level with central cord syndrome
80613,S12201,Open fracture of C1-C4 level with central cord syndrome
80613,S12300,Open fracture of C1-C4 level with central cord syndrome
80613,S12301,Open fracture of C1-C4 level with central cord syndrome
80613,S14121,Open fracture of C1-C4 level with central cord syndrome
80613,S14122,Open fracture of C1-C4 level with central cord syndrome
80613,S14123,Open fracture of C1-C4 level with central cord syndrome
80613,S14124,Open fracture of C1-C4 level with central cord syndrome
80614,S12000,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12001,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12100,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12101,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12200,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12201,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12300,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S12301,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S14151,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S14152,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S14153,Open fracture of C1-C4 level with other specified spinal cord injury
80614,S14154,Open fracture of C1-C4 level with other specified spinal cord injury
80615,S12400,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S12401,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S12500,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S12501,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S12600,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S12601,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S14105,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S14106,Open fracture of C5-C7 level with unspecified spinal cord injury
80615,S14107,Open fracture of C5-C7 level with unspecified spinal cord injury
80616,S12400,Open fracture of C5-C7 level with complete lesion of cord
80616,S12401,Open fracture of C5-C7 level with complete lesion of cord
80616,S12500,Open fracture of C5-C7 level with complete lesion of cord
80616,S12501,Open fracture of C5-C7 level with complete lesion of cord
80616,S12600,Open fracture of C5-C7 level with complete lesion of cord
80616,S12601,Open fracture of C5-C7 level with complete lesion of cord
80616,S14115,Open fracture of C5-C7 level with complete lesion of cord
80616,S14116,Open fracture of C5-C7 level with complete lesion of cord
80616,S14117,Open fracture of C5-C7 level with complete lesion of cord
80617,S12400,Open fracture of C5-C7 level with anterior cord syndrome
80617,S12401,Open fracture of C5-C7 level with anterior cord syndrome
80617,S12500,Open fracture of C5-C7 level with anterior cord syndrome
80617,S12501,Open fracture of C5-C7 level with anterior cord syndrome
80617,S12600,Open fracture of C5-C7 level with anterior cord syndrome
80617,S12601,Open fracture of C5-C7 level with anterior cord syndrome
80617,S14135,Open fracture of C5-C7 level with anterior cord syndrome
80617,S14136,Open fracture of C5-C7 level with anterior cord syndrome
80617,S14137,Open fracture of C5-C7 level with anterior cord syndrome
80618,S12400,Open fracture of C5-C7 level with central cord syndrome
80618,S12401,Open fracture of C5-C7 level with central cord syndrome
80618,S12500,Open fracture of C5-C7 level with central cord syndrome
80618,S12501,Open fracture of C5-C7 level with central cord syndrome
80618,S12600,Open fracture of C5-C7 level with central cord syndrome
80618,S12601,Open fracture of C5-C7 level with central cord syndrome
80618,S14125,Open fracture of C5-C7 level with central cord syndrome
80618,S14126,Open fracture of C5-C7 level with central cord syndrome
80618,S14127,Open fracture of C5-C7 level with central cord syndrome
80619,S12400,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S12401,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S12500,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S12501,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S12600,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S12601,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S14155,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S14156,Open fracture of C5-C7 level with other specified spinal cord injury
80619,S14157,Open fracture of C5-C7 level with other specified spinal cord injury
80620,S22019,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S22029,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S22039,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S22049,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S22059,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S24101,Closed fracture of T1-T6 level with unspecified spinal cord injury
80620,S24102,Closed fracture of T1-T6 level with unspecified spinal cord injury
80621,S22019,Closed fracture of T1-T6 level with complete lesion of cord
80621,S22029,Closed fracture of T1-T6 level with complete lesion of cord
80621,S22039,Closed fracture of T1-T6 level with complete lesion of cord
80621,S22049,Closed fracture of T1-T6 level with complete lesion of cord
80621,S22059,Closed fracture of T1-T6 level with complete lesion of cord
80621,S24111,Closed fracture of T1-T6 level with complete lesion of cord
80621,S24112,Closed fracture of T1-T6 level with complete lesion of cord
80622,S22019,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S22029,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S22039,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S22049,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S22059,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S24131,Closed fracture of T1-T6 level with anterior cord syndrome
80622,S24132,Closed fracture of T1-T6 level with anterior cord syndrome
80623,S22019,Closed fracture of T1-T6 level with central cord syndrome
80623,S22029,Closed fracture of T1-T6 level with central cord syndrome
80623,S22039,Closed fracture of T1-T6 level with central cord syndrome
80623,S22049,Closed fracture of T1-T6 level with central cord syndrome
80623,S22059,Closed fracture of T1-T6 level with central cord syndrome
80623,S24151,Closed fracture of T1-T6 level with central cord syndrome
80623,S24152,Closed fracture of T1-T6 level with central cord syndrome
80624,S22019,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S22029,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S22039,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S22049,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S22059,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S24151,Closed fracture of T1-T6 level with other specified spinal cord injury
80624,S24152,Closed fracture of T1-T6 level with other specified spinal cord injury
80625,S22069,Closed fracture of T7-T12 level with unspecified spinal cord injury
80625,S22079,Closed fracture of T7-T12 level with unspecified spinal cord injury
80625,S22089,Closed fracture of T7-T12 level with unspecified spinal cord injury
80625,S24103,Closed fracture of T7-T12 level with unspecified spinal cord injury
80625,S24104,Closed fracture of T7-T12 level with unspecified spinal cord injury
80626,S22069,Closed fracture of T7-T12 level with complete lesion of cord
80626,S22079,Closed fracture of T7-T12 level with complete lesion of cord
80626,S22089,Closed fracture of T7-T12 level with complete lesion of cord
80626,S24113,Closed fracture of T7-T12 level with complete lesion of cord
80626,S24114,Closed fracture of T7-T12 level with complete lesion of cord
80627,S22069,Closed fracture of T7-T12 level with anterior cord syndrome
80627,S22079,Closed fracture of T7-T12 level with anterior cord syndrome
80627,S22089,Closed fracture of T7-T12 level with anterior cord syndrome
80627,S24133,Closed fracture of T7-T12 level with anterior cord syndrome
80627,S24134,Closed fracture of T7-T12 level with anterior cord syndrome
80628,S22069,Closed fracture of T7-T12 level with central cord syndrome
80628,S22079,Closed fracture of T7-T12 level with central cord syndrome
80628,S22089,Closed fracture of T7-T12 level with central cord syndrome
80628,S24153,Closed fracture of T7-T12 level with central cord syndrome
80628,S24154,Closed fracture of T7-T12 level with central cord syndrome
80629,S22069,Closed fracture of T7-T12 level with other specified spinal cord injury
80629,S22079,Closed fracture of T7-T12 level with other specified spinal cord injury
80629,S22089,Closed fracture of T7-T12 level with other specified spinal cord injury
80629,S24153,Closed fracture of T7-T12 level with other specified spinal cord injury
80629,S24154,Closed fracture of T7-T12 level with other specified spinal cord injury
80630,S22019,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S22029,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S22039,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S22049,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S22059,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S24101,Open fracture of T1-T6 level with unspecified spinal cord injury
80630,S24102,Open fracture of T1-T6 level with unspecified spinal cord injury
80631,S22019,Open fracture of T1-T6 level with complete lesion of cord
80631,S22029,Open fracture of T1-T6 level with complete lesion of cord
80631,S22039,Open fracture of T1-T6 level with complete lesion of cord
80631,S22049,Open fracture of T1-T6 level with complete lesion of cord
80631,S22059,Open fracture of T1-T6 level with complete lesion of cord
80631,S24111,Open fracture of T1-T6 level with complete lesion of cord
80631,S24112,Open fracture of T1-T6 level with complete lesion of cord
80632,S22019,Open fracture of T1-T6 level with anterior cord syndrome
80632,S22029,Open fracture of T1-T6 level with anterior cord syndrome
80632,S22039,Open fracture of T1-T6 level with anterior cord syndrome
80632,S22049,Open fracture of T1-T6 level with anterior cord syndrome
80632,S22059,Open fracture of T1-T6 level with anterior cord syndrome
80632,S24131,Open fracture of T1-T6 level with anterior cord syndrome
80632,S24132,Open fracture of T1-T6 level with anterior cord syndrome
80633,S22019,Open fracture of T1-T6 level with central cord syndrome
80633,S22029,Open fracture of T1-T6 level with central cord syndrome
80633,S22039,Open fracture of T1-T6 level with central cord syndrome
80633,S22049,Open fracture of T1-T6 level with central cord syndrome
80633,S22059,Open fracture of T1-T6 level with central cord syndrome
80633,S24151,Open fracture of T1-T6 level with central cord syndrome
80633,S24152,Open fracture of T1-T6 level with central cord syndrome
80634,S22019,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S22029,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S22039,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S22049,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S22059,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S24151,Open fracture of T1-T6 level with other specified spinal cord injury
80634,S24152,Open fracture of T1-T6 level with other specified spinal cord injury
80635,S22069,Open fracture of T7-T12 level with unspecified spinal cord injury
80635,S22079,Open fracture of T7-T12 level with unspecified spinal cord injury
80635,S22089,Open fracture of T7-T12 level with unspecified spinal cord injury
80635,S24103,Open fracture of T7-T12 level with unspecified spinal cord injury
80635,S24104,Open fracture of T7-T12 level with unspecified spinal cord injury
80636,S22069,Open fracture of T7-T12 level with complete lesion of cord
80636,S22079,Open fracture of T7-T12 level with complete lesion of cord
80636,S22089,Open fracture of T7-T12 level with complete lesion of cord
80636,S24113,Open fracture of T7-T12 level with complete lesion of cord
80636,S24114,Open fracture of T7-T12 level with complete lesion of cord
80637,S22069,Open fracture of T7-T12 level with anterior cord syndrome
80637,S22079,Open fracture of T7-T12 level with anterior cord syndrome
80637,S22089,Open fracture of T7-T12 level with anterior cord syndrome
80637,S24133,Open fracture of T7-T12 level with anterior cord syndrome
80637,S24134,Open fracture of T7-T12 level with anterior cord syndrome
80638,S22069,Open fracture of T7-T12 level with central cord syndrome
80638,S22079,Open fracture of T7-T12 level with central cord syndrome
80638,S22089,Open fracture of T7-T12 level with central cord syndrome
80638,S24153,Open fracture of T7-T12 level with central cord syndrome
80638,S24154,Open fracture of T7-T12 level with central cord syndrome
80639,S22069,Open fracture of T7-T12 level with other specified spinal cord injury
80639,S22079,Open fracture of T7-T12 level with other specified spinal cord injury
80639,S22089,Open fracture of T7-T12 level with other specified spinal cord injury
80639,S24153,Open fracture of T7-T12 level with other specified spinal cord injury
80639,S24154,Open fracture of T7-T12 level with other specified spinal cord injury
8064,S32009,Closed fracture of lumbar spine with spinal cord injury
8064,S32019,Closed fracture of lumbar spine with spinal cord injury
8064,S32029,Closed fracture of lumbar spine with spinal cord injury
8064,S32039,Closed fracture of lumbar spine with spinal cord injury
8064,S32049,Closed fracture of lumbar spine with spinal cord injury
8064,S32059,Closed fracture of lumbar spine with spinal cord injury
8064,S34101,Closed fracture of lumbar spine with spinal cord injury
8064,S34102,Closed fracture of lumbar spine with spinal cord injury
8064,S34103,Closed fracture of lumbar spine with spinal cord injury
8064,S34104,Closed fracture of lumbar spine with spinal cord injury
8064,S34105,Closed fracture of lumbar spine with spinal cord injury
8064,S34109,Closed fracture of lumbar spine with spinal cord injury
8064,S34111,Closed fracture of lumbar spine with spinal cord injury
8064,S34112,Closed fracture of lumbar spine with spinal cord injury
8064,S34113,Closed fracture of lumbar spine with spinal cord injury
8064,S34114,Closed fracture of lumbar spine with spinal cord injury
8064,S34115,Closed fracture of lumbar spine with spinal cord injury
8064,S34119,Closed fracture of lumbar spine with spinal cord injury
8064,S34121,Closed fracture of lumbar spine with spinal cord injury
8064,S34122,Closed fracture of lumbar spine with spinal cord injury
8064,S34123,Closed fracture of lumbar spine with spinal cord injury
8064,S34124,Closed fracture of lumbar spine with spinal cord injury
8064,S34125,Closed fracture of lumbar spine with spinal cord injury
8064,S34129,Closed fracture of lumbar spine with spinal cord injury
8065,S32009,Open fracture of lumbar spine with spinal cord injury
8065,S32019,Open fracture of lumbar spine with spinal cord injury
8065,S32029,Open fracture of lumbar spine with spinal cord injury
8065,S32039,Open fracture of lumbar spine with spinal cord injury
8065,S32049,Open fracture of lumbar spine with spinal cord injury
8065,S32059,Open fracture of lumbar spine with spinal cord injury
8065,S34101,Open fracture of lumbar spine with spinal cord injury
8065,S34102,Open fracture of lumbar spine with spinal cord injury
8065,S34103,Open fracture of lumbar spine with spinal cord injury
8065,S34104,Open fracture of lumbar spine with spinal cord injury
8065,S34105,Open fracture of lumbar spine with spinal cord injury
8065,S34109,Open fracture of lumbar spine with spinal cord injury
8065,S34111,Open fracture of lumbar spine with spinal cord injury
8065,S34112,Open fracture of lumbar spine with spinal cord injury
8065,S34113,Open fracture of lumbar spine with spinal cord injury
8065,S34114,Open fracture of lumbar spine with spinal cord injury
8065,S34115,Open fracture of lumbar spine with spinal cord injury
8065,S34119,Open fracture of lumbar spine with spinal cord injury
8065,S34121,Open fracture of lumbar spine with spinal cord injury
8065,S34122,Open fracture of lumbar spine with spinal cord injury
8065,S34123,Open fracture of lumbar spine with spinal cord injury
8065,S34124,Open fracture of lumbar spine with spinal cord injury
8065,S34125,Open fracture of lumbar spine with spinal cord injury
8065,S34129,Open fracture of lumbar spine with spinal cord injury
80660,S3210X,Closed fracture of sacrum and coccyx with unspecified spinal cord injury
80660,S322XX,Closed fracture of sacrum and coccyx with unspecified spinal cord injury
80660,S34139,Closed fracture of sacrum and coccyx with unspecified spinal cord injury
80661,S3210X,Closed fracture of sacrum and coccyx with complete cauda equina lesion
80661,S322XX,Closed fracture of sacrum and coccyx with complete cauda equina lesion
80661,S343XX,Closed fracture of sacrum and coccyx with complete cauda equina lesion
80662,S3210X,Closed fracture of sacrum and coccyx with other cauda equina injury
80662,S322XX,Closed fracture of sacrum and coccyx with other cauda equina injury
80662,S343XX,Closed fracture of sacrum and coccyx with other cauda equina injury
80669,S3210X,Closed fracture of sacrum and coccyx with other spinal cord injury
80669,S322XX,Closed fracture of sacrum and coccyx with other spinal cord injury
80669,S34131,Closed fracture of sacrum and coccyx with other spinal cord injury
80669,S34132,Closed fracture of sacrum and coccyx with other spinal cord injury
80670,S3210X,Open fracture of sacrum and coccyx with unspecified spinal cord injury
80670,S322XX,Open fracture of sacrum and coccyx with unspecified spinal cord injury
80670,S34139,Open fracture of sacrum and coccyx with unspecified spinal cord injury
80671,S3210X,Open fracture of sacrum and coccyx with complete cauda equina lesion
80671,S322XX,Open fracture of sacrum and coccyx with complete cauda equina lesion
80671,S343XX,Open fracture of sacrum and coccyx with complete cauda equina lesion
80672,S3210X,Open fracture of sacrum and coccyx with other cauda equina injury
80672,S322XX,Open fracture of sacrum and coccyx with other cauda equina injury
80672,S343XX,Open fracture of sacrum and coccyx with other cauda equina injury
80679,S3210X,Open fracture of sacrum and coccyx with other spinal cord injury
80679,S322XX,Open fracture of sacrum and coccyx with other spinal cord injury
80679,S34131,Open fracture of sacrum and coccyx with other spinal cord injury
80679,S34132,Open fracture of sacrum and coccyx with other spinal cord injury
8068,S129XX,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S14109,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S22009,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S24109,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S32009,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S3210X,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S34109,Closed fracture of unspecified vertebral column with spinal cord injury
8068,S34139,Closed fracture of unspecified vertebral column with spinal cord injury
8069,S129XX,Open fracture of unspecified vertebral column with spinal cord injury
8069,S14109,Open fracture of unspecified vertebral column with spinal cord injury
8069,S22009,Open fracture of unspecified vertebral column with spinal cord injury
8069,S24109,Open fracture of unspecified vertebral column with spinal cord injury
8069,S32009,Open fracture of unspecified vertebral column with spinal cord injury
8069,S3210X,Open fracture of unspecified vertebral column with spinal cord injury
8069,S34109,Open fracture of unspecified vertebral column with spinal cord injury
8069,S34139,Open fracture of unspecified vertebral column with spinal cord injury
80700,S2239X,"Closed fracture of rib(s), unspecified"
80701,S2239X,Closed fracture of one rib
80702,S2249X,Closed fracture of two ribs
80703,S2249X,Closed fracture of three ribs
80704,S2249X,Closed fracture of four ribs
80705,S2249X,Closed fracture of five ribs
80706,S2249X,Closed fracture of six ribs
80707,S2249X,Closed fracture of seven ribs
80708,S2249X,Closed fracture of eight or more ribs
80709,S2249X,"Closed fracture of multiple ribs, unspecified"
80710,S2239X,"Open fracture of rib(s), unspecified"
80711,S2239X,Open fracture of one rib
80712,S2249X,Open fracture of two ribs
80713,S2249X,Open fracture of three ribs
80714,S2249X,Open fracture of four ribs
80715,S2249X,Open fracture of five ribs
80716,S2249X,Open fracture of six ribs
80717,S2249X,Open fracture of seven ribs
80718,S2249X,Open fracture of eight or more ribs
80719,S2249X,"Open fracture of multiple ribs, unspecified"
8072,S2220X,Closed fracture of sternum
8073,S2220X,Open fracture of sternum
8074,S225XX,Flail chest
8074,S225XX,Flail chest
8075,S128XX,Closed fracture of larynx and trachea
8076,S128XX,Open fracture of larynx and trachea
8080,S32409,Closed fracture of acetabulum
8081,S32409,Open fracture of acetabulum
8082,S32501,Closed fracture of pubis
8082,S32502,Closed fracture of pubis
8082,S32509,Closed fracture of pubis
8083,S32501,Open fracture of pubis
8083,S32502,Open fracture of pubis
8083,S32509,Open fracture of pubis
80841,S32309,Closed fracture of ilium
80842,S32609,Closed fracture of ischium
80843,S32810,Multiple closed pelvic fractures with disruption of pelvic circle
80843,S32811,Multiple closed pelvic fractures with disruption of pelvic circle
80844,S3282X,Multiple closed pelvic fractures without disruption of pelvic circle
80849,S3289X,Closed fracture of other specified part of pelvis
80851,S32309,Open fracture of ilium
80852,S32609,Open fracture of ischium
80853,S32810,Multiple open pelvic fractures with disruption of pelvic circle
80853,S32811,Multiple open pelvic fractures with disruption of pelvic circle
80854,S3282X,Multiple open pelvic fractures without disruption of pelvic circle
80859,S3289X,Open fracture of other specified part of pelvis
8088,S329XX,Closed unspecified fracture of pelvis
8089,S329XX,Open unspecified fracture of pelvis
8090,S229XX,"Fracture of bones of trunk, closed"
8091,S229XX,"Fracture of bones of trunk, open"
81000,S42009,"Closed fracture of clavicle, unspecified part"
81001,S42013,Closed fracture of sternal end of clavicle
81001,S42016,Closed fracture of sternal end of clavicle
81001,S42019,Closed fracture of sternal end of clavicle
81002,S42023,Closed fracture of shaft of clavicle
81002,S42026,Closed fracture of shaft of clavicle
81003,S42033,Closed fracture of acromial end of clavicle
81003,S42036,Closed fracture of acromial end of clavicle
81010,S42009,"Open fracture of clavicle, unspecified part"
81011,S42013,Open fracture of sternal end of clavicle
81011,S42016,Open fracture of sternal end of clavicle
81011,S42019,Open fracture of sternal end of clavicle
81012,S42023,Open fracture of shaft of clavicle
81012,S42026,Open fracture of shaft of clavicle
81013,S42033,Open fracture of acromial end of clavicle
81013,S42036,Open fracture of acromial end of clavicle
81100,S42109,"Closed fracture of scapula, unspecified part"
81101,S42123,Closed fracture of acromial process of scapula
81101,S42126,Closed fracture of acromial process of scapula
81102,S42133,Closed fracture of coracoid process of scapula
81102,S42136,Closed fracture of coracoid process of scapula
81103,S42143,Closed fracture of glenoid cavity and neck of scapula
81103,S42146,Closed fracture of glenoid cavity and neck of scapula
81103,S42153,Closed fracture of glenoid cavity and neck of scapula
81103,S42156,Closed fracture of glenoid cavity and neck of scapula
81109,S42113,"Closed fracture of scapula, other"
81109,S42116,"Closed fracture of scapula, other"
81109,S42199,"Closed fracture of scapula, other"
81110,S42109,"Open fracture of scapula, unspecified part"
81111,S42123,Open fracture of acromial process of scapula
81111,S42126,Open fracture of acromial process of scapula
81112,S42133,Open fracture of coracoid process
81112,S42136,Open fracture of coracoid process
81113,S42143,Open fracture of glenoid cavity and neck of scapula
81113,S42146,Open fracture of glenoid cavity and neck of scapula
81113,S42153,Open fracture of glenoid cavity and neck of scapula
81113,S42156,Open fracture of glenoid cavity and neck of scapula
81119,S42113,"Open fracture of scapula, other"
81119,S42116,"Open fracture of scapula, other"
81119,S42199,"Open fracture of scapula, other"
81200,S42209,Closed fracture of unspecified part of upper end of humerus
81201,S42213,Closed fracture of surgical neck of humerus
81201,S42216,Closed fracture of surgical neck of humerus
81202,S42293,Closed fracture of anatomical neck of humerus
81202,S42295,Closed fracture of anatomical neck of humerus
81203,S42253,Closed fracture of greater tuberosity of humerus
81203,S42256,Closed fracture of greater tuberosity of humerus
81209,S42293,Other closed fracture of upper end of humerus
81209,S42296,Other closed fracture of upper end of humerus
81210,S42209,Open fracture of unspecified part of upper end of humerus
81211,S42213,Open fracture of surgical neck of humerus
81211,S42216,Open fracture of surgical neck of humerus
81212,S42293,Open fracture of anatomical neck of humerus
81212,S42296,Open fracture of anatomical neck of humerus
81213,S42253,Open fracture of greater tuberosity of humerus
81213,S42256,Open fracture of greater tuberosity of humerus
81219,S42293,Other open fracture of upper end of humerus
81219,S42296,Other open fracture of upper end of humerus
81220,S42309,Closed fracture of unspecified part of humerus
81221,S42399,Closed fracture of shaft of humerus
81230,S42309,Open fracture of unspecified part of humerus
81231,S42399,Open fracture of shaft of humerus
81240,S42409,Closed fracture of unspecified part of lower end of humerus
81241,S42413,Closed supracondylar fracture of humerus
81241,S42416,Closed supracondylar fracture of humerus
81242,S42433,Closed fracture of lateral condyle of humerus
81242,S42436,Closed fracture of lateral condyle of humerus
