icd9,icd10,description
71180,M01X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
71181,M01X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere
71182,M01X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
71183,M01X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
71184,M01X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
71185,M01X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
71186,M01X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
71187,M01X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
71188,M01X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
71189,M01X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
71190,M01X0,Direct infection of unspecified joint in infectious and parasitic diseases classified elsewhere
71191,M01X19,Direct infection of unspecified shoulder in infectious and parasitic diseases classified elsewhere
71192,M01X29,Direct infection of unspecified elbow in infectious and parasitic diseases classified elsewhere
71193,M01X39,Direct infection of unspecified wrist in infectious and parasitic diseases classified elsewhere
71194,M01X49,Direct infection of unspecified hand in infectious and parasitic diseases classified elsewhere
71195,M01X59,Direct infection of unspecified hip in infectious and parasitic diseases classified elsewhere
71196,M01X69,Direct infection of unspecified knee in infectious and parasitic diseases classified elsewhere
71197,M01X79,Direct infection of unspecified ankle and foot in infectious and parasitic diseases classified elsewhere
71198,M01X8,Direct infection of vertebrae in infectious and parasitic diseases classified elsewhere
71199,M01X9,Direct infection of multiple joints in infectious and parasitic diseases classified elsewhere
71210,M1180,"Other specified crystal arthropathies, unspecified site"
71211,M11819,"Other specified crystal arthropathies, unspecified shoulder"
71212,M11829,"Other specified crystal arthropathies, unspecified elbow"
71213,M11839,"Other specified crystal arthropathies, unspecified wrist"
71214,M11849,"Other specified crystal arthropathies, unspecified hand"
71215,M11859,"Other specified crystal arthropathies, unspecified hip"
71216,M11869,"Other specified crystal arthropathies, unspecified knee"
71217,M11879,"Other specified crystal arthropathies, unspecified ankle and foot"
71218,M1188,"Other specified crystal arthropathies, vertebrae"
71219,M1189,"Other specified crystal arthropathies, multiple sites"
71220,M1180,"Other specified crystal arthropathies, unspecified site"
71221,M11819,"Other specified crystal arthropathies, unspecified shoulder"
71222,M11829,"Other specified crystal arthropathies, unspecified elbow"
71223,M11839,"Other specified crystal arthropathies, unspecified wrist"
71224,M11849,"Other specified crystal arthropathies, unspecified hand"
71225,M11859,"Other specified crystal arthropathies, unspecified hip"
71226,M11869,"Other specified crystal arthropathies, unspecified knee"
71227,M11879,"Other specified crystal arthropathies, unspecified ankle and foot"
71228,M1188,"Other specified crystal arthropathies, vertebrae"
71229,M1189,"Other specified crystal arthropathies, multiple sites"
71230,M1120,"Other chondrocalcinosis, unspecified site"
71231,M11219,"Other chondrocalcinosis, unspecified shoulder"
71232,M11229,"Other chondrocalcinosis, unspecified elbow"
71233,M11239,"Other chondrocalcinosis, unspecified wrist"
71234,M11249,"Other chondrocalcinosis, unspecified hand"
71235,M11259,"Other chondrocalcinosis, unspecified hip"
71236,M11269,"Other chondrocalcinosis, unspecified knee"
71237,M11279,"Other chondrocalcinosis, unspecified ankle and foot"
71238,M1128,"Other chondrocalcinosis, vertebrae"
71239,M1129,"Other chondrocalcinosis, multiple sites"
71280,M1180,"Other specified crystal arthropathies, unspecified site"
71281,M11819,"Other specified crystal arthropathies, unspecified shoulder"
71282,M11829,"Other specified crystal arthropathies, unspecified elbow"
71283,M11839,"Other specified crystal arthropathies, unspecified wrist"
71284,M11849,"Other specified crystal arthropathies, unspecified hand"
71285,M11859,"Other specified crystal arthropathies, unspecified hip"
71286,M11869,"Other specified crystal arthropathies, unspecified knee"
71287,M11879,"Other specified crystal arthropathies, unspecified ankle and foot"
71288,M1188,"Other specified crystal arthropathies, vertebrae"
71289,M1189,"Other specified crystal arthropathies, multiple sites"
71290,M1180,"Other specified crystal arthropathies, unspecified site"
71290,M119,"Crystal arthropathy, unspecified"
71291,M11819,"Other specified crystal arthropathies, unspecified shoulder"
71292,M11829,"Other specified crystal arthropathies, unspecified elbow"
71293,M11839,"Other specified crystal arthropathies, unspecified wrist"
71294,M11849,"Other specified crystal arthropathies, unspecified hand"
71295,M11859,"Other specified crystal arthropathies, unspecified hip"
71296,M11869,"Other specified crystal arthropathies, unspecified knee"
71297,M11879,"Other specified crystal arthropathies, unspecified ankle and foot"
71298,M1188,"Other specified crystal arthropathies, vertebrae"
71299,M1189,"Other specified crystal arthropathies, multiple sites"
7130,M1480,"Arthropathies in other specified diseases classified elsewhere, unspecified site"
7131,M0200,"Arthropathy following intestinal bypass, unspecified site"
7132,M362,Hemophilic arthropathy
7132,M363,Arthropathy in other blood disorders
7133,M1280,"Other specific arthropathies, not elsewhere classified, unspecified site"
7134,M1280,"Other specific arthropathies, not elsewhere classified, unspecified site"
7135,M1460,"Charcot's joint, unspecified site"
7136,M0220,"Postimmunization arthropathy, unspecified site"
7136,M364,Arthropathy in hypersensitivity reactions classified elsewhere
7137,M029,"Reactive arthropathy, unspecified"
7138,M1480,"Arthropathies in other specified diseases classified elsewhere, unspecified site"
7140,M069,"Rheumatoid arthritis, unspecified"
7141,M0500,"Felty's syndrome, unspecified site"
7142,M0530,Rheumatoid heart disease with rheumatoid arthritis of unspecified site
7142,M0560,Rheumatoid arthritis of unspecified site with involvement of other organs and systems
7142,M061,Adult-onset Still's disease
71430,M0800,Unspecified juvenile rheumatoid arthritis of unspecified site
71431,M083,Juvenile rheumatoid polyarthritis (seronegative)
71432,M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site"
71433,M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site"
7144,M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site"
71481,M0510,Rheumatoid lung disease with rheumatoid arthritis of unspecified site
71489,M064,Inflammatory polyarthropathy
7149,M064,Inflammatory polyarthropathy
71500,M150,Primary generalized (osteo)arthritis
71500,M159,"Polyosteoarthritis, unspecified"
71504,M151,Heberden's nodes (with arthropathy)
71504,M152,Bouchard's nodes (with arthropathy)
71509,M150,Primary generalized (osteo)arthritis
71510,M1991,"Primary osteoarthritis, unspecified site"
71511,M19019,"Primary osteoarthritis, unspecified shoulder"
71512,M19029,"Primary osteoarthritis, unspecified elbow"
71513,M19039,"Primary osteoarthritis, unspecified wrist"
71514,M19049,"Primary osteoarthritis, unspecified hand"
71515,M1610,"Unilateral primary osteoarthritis, unspecified hip"
71516,M1710,"Unilateral primary osteoarthritis, unspecified knee"
71517,M19079,"Primary osteoarthritis, unspecified ankle and foot"
71518,M1991,"Primary osteoarthritis, unspecified site"
71520,M1993,"Secondary osteoarthritis, unspecified site"
71521,M19219,"Secondary osteoarthritis, unspecified shoulder"
71522,M19229,"Secondary osteoarthritis, unspecified elbow"
71523,M19239,"Secondary osteoarthritis, unspecified wrist"
71524,M19249,"Secondary osteoarthritis, unspecified hand"
71525,M167,Other unilateral secondary osteoarthritis of hip
71526,M175,Other unilateral secondary osteoarthritis of knee
71527,M19279,"Secondary osteoarthritis, unspecified ankle and foot"
71528,M1993,"Secondary osteoarthritis, unspecified site"
71530,M1990,"Unspecified osteoarthritis, unspecified site"
71531,M1990,"Unspecified osteoarthritis, unspecified site"
71532,M1990,"Unspecified osteoarthritis, unspecified site"
71533,M1990,"Unspecified osteoarthritis, unspecified site"
71534,M189,"Osteoarthritis of first carpometacarpal joint, unspecified"
71535,M169,"Osteoarthritis of hip, unspecified"
71536,M179,"Osteoarthritis of knee, unspecified"
71537,M1990,"Unspecified osteoarthritis, unspecified site"
71538,M1990,"Unspecified osteoarthritis, unspecified site"
71580,M158,Other polyosteoarthritis
71589,M153,Secondary multiple arthritis
71589,M158,Other polyosteoarthritis
71590,M159,"Polyosteoarthritis, unspecified"
71590,M1990,"Unspecified osteoarthritis, unspecified site"
71591,M1990,"Unspecified osteoarthritis, unspecified site"
71592,M1990,"Unspecified osteoarthritis, unspecified site"
71593,M1990,"Unspecified osteoarthritis, unspecified site"
71594,M189,"Osteoarthritis of first carpometacarpal joint, unspecified"
71595,M169,"Osteoarthritis of hip, unspecified"
71596,M179,"Osteoarthritis of knee, unspecified"
71597,M1990,"Unspecified osteoarthritis, unspecified site"
71598,M1990,"Unspecified osteoarthritis, unspecified site"
71600,M1210,"Kaschin-Beck disease, unspecified site"
71601,M12119,"Kaschin-Beck disease, unspecified shoulder"
71602,M12129,"Kaschin-Beck disease, unspecified elbow"
71603,M12139,"Kaschin-Beck disease, unspecified wrist"
71604,M12149,"Kaschin-Beck disease, unspecified hand"
71605,M12159,"Kaschin-Beck disease, unspecified hip"
71606,M12169,"Kaschin-Beck disease, unspecified knee"
71607,M12179,"Kaschin-Beck disease, unspecified ankle and foot"
71608,M1218,"Kaschin-Beck disease, vertebrae"
71609,M1219,"Kaschin-Beck disease, multiple sites"
71610,M1250,"Traumatic arthropathy, unspecified site"
71611,M12519,"Traumatic arthropathy, unspecified shoulder"
71612,M12529,"Traumatic arthropathy, unspecified elbow"
71613,M12539,"Traumatic arthropathy, unspecified wrist"
71614,M12549,"Traumatic arthropathy, unspecified hand"
71615,M12559,"Traumatic arthropathy, unspecified hip"
71616,M12569,"Traumatic arthropathy, unspecified knee"
71617,M12579,"Traumatic arthropathy, unspecified ankle and foot"
71618,M1258,"Traumatic arthropathy, other specified site"
71619,M1259,"Traumatic arthropathy, multiple sites"
71620,M1380,"Other specified arthritis, unspecified site"
71621,M13819,"Other specified arthritis, unspecified shoulder"
71622,M13829,"Other specified arthritis, unspecified elbow"
71623,M13839,"Other specified arthritis, unspecified wrist"
71624,M13849,"Other specified arthritis, unspecified hand"
71625,M13859,"Other specified arthritis, unspecified hip"
71626,M13869,"Other specified arthritis, unspecified knee"
71627,M13879,"Other specified arthritis, unspecified ankle and foot"
71628,M1388,"Other specified arthritis, other site"
71629,M1389,"Other specified arthritis, multiple sites"
71630,M1380,"Other specified arthritis, unspecified site"
71631,M13819,"Other specified arthritis, unspecified shoulder"
71632,M13829,"Other specified arthritis, unspecified elbow"
71633,M13839,"Other specified arthritis, unspecified wrist"
71634,M13849,"Other specified arthritis, unspecified hand"
71635,M13859,"Other specified arthritis, unspecified hip"
71636,M13869,"Other specified arthritis, unspecified knee"
71637,M13879,"Other specified arthritis, unspecified ankle and foot"
71638,M1388,"Other specified arthritis, other site"
71639,M1389,"Other specified arthritis, multiple sites"
71640,M1280,"Other specific arthropathies, not elsewhere classified, unspecified site"
71641,M12819,"Other specific arthropathies, not elsewhere classified, unspecified shoulder"
71642,M12829,"Other specific arthropathies, not elsewhere classified, unspecified elbow"
71643,M12839,"Other specific arthropathies, not elsewhere classified, unspecified wrist"
71644,M12849,"Other specific arthropathies, not elsewhere classified, unspecified hand"
71645,M12859,"Other specific arthropathies, not elsewhere classified, unspecified hip"
71646,M12869,"Other specific arthropathies, not elsewhere classified, unspecified knee"
71647,M12879,"Other specific arthropathies, not elsewhere classified, unspecified ankle and foot"
71648,M1288,"Other specific arthropathies, not elsewhere classified, other specified site"
71649,M1289,"Other specific arthropathies, not elsewhere classified, multiple sites"
71650,M130,"Polyarthritis, unspecified"
71651,M130,"Polyarthritis, unspecified"
71652,M130,"Polyarthritis, unspecified"
71653,M130,"Polyarthritis, unspecified"
71654,M130,"Polyarthritis, unspecified"
71655,M130,"Polyarthritis, unspecified"
71656,M130,"Polyarthritis, unspecified"
71657,M130,"Polyarthritis, unspecified"
71658,M130,"Polyarthritis, unspecified"
71659,M130,"Polyarthritis, unspecified"
71660,M1310,"Monoarthritis, not elsewhere classified, unspecified site"
71661,M13119,"Monoarthritis, not elsewhere classified, unspecified shoulder"
71662,M13129,"Monoarthritis, not elsewhere classified, unspecified elbow"
71663,M13139,"Monoarthritis, not elsewhere classified, unspecified wrist"
71664,M13149,"Monoarthritis, not elsewhere classified, unspecified hand"
71665,M13159,"Monoarthritis, not elsewhere classified, unspecified hip"
71666,M13169,"Monoarthritis, not elsewhere classified, unspecified knee"
71667,M13179,"Monoarthritis, not elsewhere classified, unspecified ankle and foot"
71668,M1310,"Monoarthritis, not elsewhere classified, unspecified site"
71680,M1280,"Other specific arthropathies, not elsewhere classified, unspecified site"
71681,M12819,"Other specific arthropathies, not elsewhere classified, unspecified shoulder"
71682,M12829,"Other specific arthropathies, not elsewhere classified, unspecified elbow"
71683,M12839,"Other specific arthropathies, not elsewhere classified, unspecified wrist"
71684,M12849,"Other specific arthropathies, not elsewhere classified, unspecified hand"
71685,M12859,"Other specific arthropathies, not elsewhere classified, unspecified hip"
71686,M12869,"Other specific arthropathies, not elsewhere classified, unspecified knee"
71687,M12879,"Other specific arthropathies, not elsewhere classified, unspecified ankle and foot"
71688,M1288,"Other specific arthropathies, not elsewhere classified, other specified site"
71689,M1289,"Other specific arthropathies, not elsewhere classified, multiple sites"
71690,M129,"Arthropathy, unspecified"
71691,M129,"Arthropathy, unspecified"
71692,M129,"Arthropathy, unspecified"
71693,M129,"Arthropathy, unspecified"
71694,M129,"Arthropathy, unspecified"
71695,M129,"Arthropathy, unspecified"
71696,M129,"Arthropathy, unspecified"
71697,M129,"Arthropathy, unspecified"
71698,M129,"Arthropathy, unspecified"
71699,M129,"Arthropathy, unspecified"
7170,M23205,"Derangement of unspecified medial meniscus due to old tear or injury, unspecified knee"
7171,M23219,"Derangement of anterior horn of medial meniscus due to old tear or injury, unspecified knee"
7171,M23319,"Other meniscus derangements, anterior horn of medial meniscus, unspecified knee"
7172,M23229,"Derangement of posterior horn of medial meniscus due to old tear or injury, unspecified knee"
7172,M23329,"Other meniscus derangements, posterior horn of medial meniscus, unspecified knee"
7173,M23239,"Derangement of other medial meniscus due to old tear or injury, unspecified knee"
7173,M23305,"Other meniscus derangements, unspecified medial meniscus, unspecified knee"
7173,M23339,"Other meniscus derangements, other medial meniscus, unspecified knee"
71740,M23269,"Derangement of other lateral meniscus due to old tear or injury, unspecified knee"
71741,M23202,"Derangement of unspecified lateral meniscus due to old tear or injury, unspecified knee"
71742,M23249,"Derangement of anterior horn of lateral meniscus due to old tear or injury, unspecified knee"
71742,M23349,"Other meniscus derangements, anterior horn of lateral meniscus, unspecified knee"
71743,M23259,"Derangement of posterior horn of lateral meniscus due to old tear or injury, unspecified knee"
71743,M23359,"Other meniscus derangements, posterior horn of lateral meniscus, unspecified knee"
71749,M23369,"Other meniscus derangements, other lateral meniscus, unspecified knee"
7175,M23009,"Cystic meniscus, unspecified meniscus, unspecified knee"
7176,M2340,"Loose body in knee, unspecified knee"
7177,M2240,"Chondromalacia patellae, unspecified knee"
71781,M2350,"Chronic instability of knee, unspecified knee"
71782,M2350,"Chronic instability of knee, unspecified knee"
71783,M2350,"Chronic instability of knee, unspecified knee"
71784,M2350,"Chronic instability of knee, unspecified knee"
71785,M2350,"Chronic instability of knee, unspecified knee"
71789,M238X9,Other internal derangements of unspecified knee
7179,M2390,Unspecified internal derangement of unspecified knee
71800,M2410,"Other articular cartilage disorders, unspecified site"
71801,M24119,"Other articular cartilage disorders, unspecified shoulder"
71802,M24129,"Other articular cartilage disorders, unspecified elbow"
71803,M24139,"Other articular cartilage disorders, unspecified wrist"
71804,M24149,"Other articular cartilage disorders, unspecified hand"
71805,M24159,"Other articular cartilage disorders, unspecified hip"
71807,M24173,"Other articular cartilage disorders, unspecified ankle"
71807,M24176,"Other articular cartilage disorders, unspecified foot"
71808,M2410,"Other articular cartilage disorders, unspecified site"
71809,M2410,"Other articular cartilage disorders, unspecified site"
71810,M2400,Loose body in unspecified joint
71811,M24019,Loose body in unspecified shoulder
71812,M24029,Loose body in unspecified elbow
71813,M24039,Loose body in unspecified wrist
71814,M24049,Loose body in unspecified finger joint(s)
71815,M24059,Loose body in unspecified hip
71817,M24073,Loose body in unspecified ankle
71817,M24076,Loose body in unspecified toe joints
71818,M2408,"Loose body, other site"
71819,M2400,Loose body in unspecified joint
71820,M2430,"Pathological dislocation of unspecified joint, not elsewhere classified"
71821,M24319,"Pathological dislocation of unspecified shoulder, not elsewhere classified"
71822,M24329,"Pathological dislocation of unspecified elbow, not elsewhere classified"
71823,M24339,"Pathological dislocation of unspecified wrist, not elsewhere classified"
71824,M24349,"Pathological dislocation of unspecified hand, not elsewhere classified"
71825,M24359,"Pathological dislocation of unspecified hip, not elsewhere classified"
71826,M24369,"Pathological dislocation of unspecified knee, not elsewhere classified"
71827,M24373,"Pathological dislocation of unspecified ankle, not elsewhere classified"
71827,M24376,"Pathological dislocation of unspecified foot, not elsewhere classified"
71828,M2430,"Pathological dislocation of unspecified joint, not elsewhere classified"
71829,M2430,"Pathological dislocation of unspecified joint, not elsewhere classified"
71830,M2440,"Recurrent dislocation, unspecified joint"
71831,M24419,"Recurrent dislocation, unspecified shoulder"
71832,M24429,"Recurrent dislocation, unspecified elbow"
71833,M24439,"Recurrent dislocation, unspecified wrist"
71834,M24443,"Recurrent dislocation, unspecified hand"
71834,M24446,"Recurrent dislocation, unspecified finger"
71835,M24459,"Recurrent dislocation, unspecified hip"
71836,M24469,"Recurrent dislocation, unspecified knee"
71837,M24473,"Recurrent dislocation, unspecified ankle"
71837,M24476,"Recurrent dislocation, unspecified foot"
71838,M434,Other recurrent atlantoaxial dislocation
71838,M435X9,"Other recurrent vertebral dislocation, site unspecified"
71839,M435X9,"Other recurrent vertebral dislocation, site unspecified"
71840,M2450,"Contracture, unspecified joint"
71841,M24519,"Contracture, unspecified shoulder"
71842,M24529,"Contracture, unspecified elbow"
71843,M24539,"Contracture, unspecified wrist"
71844,M24549,"Contracture, unspecified hand"
71845,M24559,"Contracture, unspecified hip"
71846,M24569,"Contracture, unspecified knee"
71847,M24573,"Contracture, unspecified ankle"
71847,M24576,"Contracture, unspecified foot"
71848,M2450,"Contracture, unspecified joint"
71849,M2450,"Contracture, unspecified joint"
71850,M2460,"Ankylosis, unspecified joint"
71851,M24619,"Ankylosis, unspecified shoulder"
71852,M24629,"Ankylosis, unspecified elbow"
71853,M24639,"Ankylosis, unspecified wrist"
71854,M24649,"Ankylosis, unspecified hand"
71855,M24659,"Ankylosis, unspecified hip"
71856,M24669,"Ankylosis, unspecified knee"
71857,M24673,"Ankylosis, unspecified ankle"
71857,M24676,"Ankylosis, unspecified foot"
71858,M2460,"Ankylosis, unspecified joint"
71859,M2460,"Ankylosis, unspecified joint"
71865,M247,Protrusio acetabuli
71870,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71871,M24819,"Other specific joint derangements of unspecified shoulder, not elsewhere classified"
71872,M24829,"Other specific joint derangements of unspecified elbow, not elsewhere classified"
71873,M24839,"Other specific joint derangements of unspecified wrist, not elsewhere classified"
71874,M24849,"Other specific joint derangements of unspecified hand, not elsewhere classified"
71875,M24859,"Other specific joint derangements of unspecified hip, not elsewhere classified"
71876,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71877,M24873,"Other specific joint derangements of unspecified ankle, not elsewhere classified"
71877,M24876,"Other specific joint derangements of unspecified foot, not elsewhere classified"
71878,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71879,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71880,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71881,M24819,"Other specific joint derangements of unspecified shoulder, not elsewhere classified"
71882,M24829,"Other specific joint derangements of unspecified elbow, not elsewhere classified"
71883,M24839,"Other specific joint derangements of unspecified wrist, not elsewhere classified"
71884,M24849,"Other specific joint derangements of unspecified hand, not elsewhere classified"
71885,M24859,"Other specific joint derangements of unspecified hip, not elsewhere classified"
71886,M2350,"Chronic instability of knee, unspecified knee"
71886,M238X9,Other internal derangements of unspecified knee
71887,M24873,"Other specific joint derangements of unspecified ankle, not elsewhere classified"
71887,M24876,"Other specific joint derangements of unspecified foot, not elsewhere classified"
71888,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71889,M2480,"Other specific joint derangements of unspecified joint, not elsewhere classified"
71890,M249,"Joint derangement, unspecified"
71891,M249,"Joint derangement, unspecified"
71892,M249,"Joint derangement, unspecified"
71893,M249,"Joint derangement, unspecified"
71894,M249,"Joint derangement, unspecified"
71895,M249,"Joint derangement, unspecified"
71897,M249,"Joint derangement, unspecified"
71898,M249,"Joint derangement, unspecified"
71899,M249,"Joint derangement, unspecified"
71900,M2540,"Effusion, unspecified joint"
71901,M25419,"Effusion, unspecified shoulder"
71902,M25429,"Effusion, unspecified elbow"
71903,M25439,"Effusion, unspecified wrist"
71904,M25449,"Effusion, unspecified hand"
71905,M25459,"Effusion, unspecified hip"
71906,M25469,"Effusion, unspecified knee"
71907,M25473,"Effusion, unspecified ankle"
71907,M25476,"Effusion, unspecified foot"
71908,M2548,"Effusion, other site"
71909,M2540,"Effusion, unspecified joint"
71910,M2500,"Hemarthrosis, unspecified joint"
71911,M25019,"Hemarthrosis, unspecified shoulder"
71912,M25029,"Hemarthrosis, unspecified elbow"
71913,M25039,"Hemarthrosis, unspecified wrist"
71914,M25049,"Hemarthrosis, unspecified hand"
71915,M25059,"Hemarthrosis, unspecified hip"
71916,M25069,"Hemarthrosis, unspecified knee"
71917,M25073,"Hemarthrosis, unspecified ankle"
71917,M25076,"Hemarthrosis, unspecified foot"
71918,M2508,"Hemarthrosis, other specified site"
71919,M2500,"Hemarthrosis, unspecified joint"
71920,M1220,"Villonodular synovitis (pigmented), unspecified site"
71921,M12219,"Villonodular synovitis (pigmented), unspecified shoulder"
71922,M12229,"Villonodular synovitis (pigmented), unspecified elbow"
71923,M12239,"Villonodular synovitis (pigmented), unspecified wrist"
71924,M12249,"Villonodular synovitis (pigmented), unspecified hand"
71925,M12259,"Villonodular synovitis (pigmented), unspecified hip"
71926,M12269,"Villonodular synovitis (pigmented), unspecified knee"
71927,M12279,"Villonodular synovitis (pigmented), unspecified ankle and foot"
71928,M1228,"Villonodular synovitis (pigmented), other specified site"
71929,M1229,"Villonodular synovitis (pigmented), multiple sites"
71930,M1230,"Palindromic rheumatism, unspecified site"
71930,M1240,"Intermittent hydrarthrosis, unspecified site"
71931,M12319,"Palindromic rheumatism, unspecified shoulder"
71931,M12419,"Intermittent hydrarthrosis, unspecified shoulder"
71932,M12329,"Palindromic rheumatism, unspecified elbow"
71932,M12429,"Intermittent hydrarthrosis, unspecified elbow"
71933,M12339,"Palindromic rheumatism, unspecified wrist"
71933,M12439,"Intermittent hydrarthrosis, unspecified wrist"
71934,M12349,"Palindromic rheumatism, unspecified hand"
71934,M12449,"Intermittent hydrarthrosis, unspecified hand"
71935,M12359,"Palindromic rheumatism, unspecified hip"
71935,M12459,"Intermittent hydrarthrosis, unspecified hip"
71936,M12369,"Palindromic rheumatism, unspecified knee"
71936,M12469,"Intermittent hydrarthrosis, unspecified knee"
71937,M12379,"Palindromic rheumatism, unspecified ankle and foot"
71937,M12479,"Intermittent hydrarthrosis, unspecified ankle and foot"
71938,M1238,"Palindromic rheumatism, other specified site"
71938,M1248,"Intermittent hydrarthrosis, other site"
71939,M1239,"Palindromic rheumatism, multiple sites"
71939,M1249,"Intermittent hydrarthrosis, multiple sites"
71940,M2550,Pain in unspecified joint
71941,M25519,Pain in unspecified shoulder
71942,M25529,Pain in unspecified elbow
71943,M25539,Pain in unspecified wrist
71944,M25541,Pain in joints of right hand
71944,M25542,Pain in joints of left hand
71944,M25549,Pain in joints of unspecified hand
71944,M79646,Pain in unspecified finger(s)
71945,M25559,Pain in unspecified hip
71946,M25569,Pain in unspecified knee
71947,M25579,Pain in unspecified ankle and joints of unspecified foot
71948,M2550,Pain in unspecified joint
71949,M2550,Pain in unspecified joint
71950,M2560,"Stiffness of unspecified joint, not elsewhere classified"
71951,M25619,"Stiffness of unspecified shoulder, not elsewhere classified"
71952,M25629,"Stiffness of unspecified elbow, not elsewhere classified"
71953,M25639,"Stiffness of unspecified wrist, not elsewhere classified"
71954,M25649,"Stiffness of unspecified hand, not elsewhere classified"
71955,M25659,"Stiffness of unspecified hip, not elsewhere classified"
71956,M25669,"Stiffness of unspecified knee, not elsewhere classified"
71957,M25673,"Stiffness of unspecified ankle, not elsewhere classified"
71957,M25676,"Stiffness of unspecified foot, not elsewhere classified"
71958,M2560,"Stiffness of unspecified joint, not elsewhere classified"
71959,M2560,"Stiffness of unspecified joint, not elsewhere classified"
71960,R29898,Other symptoms and signs involving the musculoskeletal system
71961,R29898,Other symptoms and signs involving the musculoskeletal system
71962,R29898,Other symptoms and signs involving the musculoskeletal system
71963,R29898,Other symptoms and signs involving the musculoskeletal system
71964,R29898,Other symptoms and signs involving the musculoskeletal system
71965,R294,Clicking hip
71966,R29898,Other symptoms and signs involving the musculoskeletal system
71967,R29898,Other symptoms and signs involving the musculoskeletal system
71968,R29898,Other symptoms and signs involving the musculoskeletal system
71969,R29898,Other symptoms and signs involving the musculoskeletal system
7197,R262,"Difficulty in walking, not elsewhere classified"
71980,M2510,"Fistula, unspecified joint"
71980,M2580,"Other specified joint disorders, unspecified joint"
71981,M25119,"Fistula, unspecified shoulder"
71981,M25819,"Other specified joint disorders, unspecified shoulder"
71982,M25129,"Fistula, unspecified elbow"
71982,M25829,"Other specified joint disorders, unspecified elbow"
71983,M25139,"Fistula, unspecified wrist"
71983,M25839,"Other specified joint disorders, unspecified wrist"
71984,M25149,"Fistula, unspecified hand"
71984,M25849,"Other specified joint disorders, unspecified hand"
71985,M25159,"Fistula, unspecified hip"
71985,M25859,"Other specified joint disorders, unspecified hip"
71986,M25169,"Fistula, unspecified knee"
71986,M25869,"Other specified joint disorders, unspecified knee"
71987,M25173,"Fistula, unspecified ankle"
71987,M25176,"Fistula, unspecified foot"
71987,M25879,"Other specified joint disorders, unspecified ankle and foot"
71988,M2518,"Fistula, other specified site"
71989,M2510,"Fistula, unspecified joint"
71989,M2580,"Other specified joint disorders, unspecified joint"
71990,M259,"Joint disorder, unspecified"
71991,M259,"Joint disorder, unspecified"
71992,M259,"Joint disorder, unspecified"
71993,M259,"Joint disorder, unspecified"
71994,M259,"Joint disorder, unspecified"
71995,M259,"Joint disorder, unspecified"
71996,M259,"Joint disorder, unspecified"
71997,M259,"Joint disorder, unspecified"
71998,M259,"Joint disorder, unspecified"
71999,M259,"Joint disorder, unspecified"
7200,M459,Ankylosing spondylitis of unspecified sites in spine
7201,M4600,"Spinal enthesopathy, site unspecified"
7202,M461,"Sacroiliitis, not elsewhere classified"
72081,M4980,"Spondylopathy in diseases classified elsewhere, site unspecified"
72089,M4680,"Other specified inflammatory spondylopathies, site unspecified"
7209,M4690,"Unspecified inflammatory spondylopathy, site unspecified"
7210,M47812,"Spondylosis without myelopathy or radiculopathy, cervical region"
7211,M4712,"Other spondylosis with myelopathy, cervical region"
7212,M47814,"Spondylosis without myelopathy or radiculopathy, thoracic region"
7213,M47817,"Spondylosis without myelopathy or radiculopathy, lumbosacral region"
72141,M4714,"Other spondylosis with myelopathy, thoracic region"
72142,M4716,"Other spondylosis with myelopathy, lumbar region"
7215,M4820,"Kissing spine, site unspecified"
7216,M4810,"Ankylosing hyperostosis [Forestier], site unspecified"
7217,M4830,"Traumatic spondylopathy, site unspecified"
7218,M489,"Spondylopathy, unspecified"
72190,M47819,"Spondylosis without myelopathy or radiculopathy, site unspecified"
72191,M4710,"Other spondylosis with myelopathy, site unspecified"
7220,M5020,"Other cervical disc displacement, unspecified cervical region"
72210,M5126,"Other intervertebral disc displacement, lumbar region"
72210,M5127,"Other intervertebral disc displacement, lumbosacral region"
72211,M5124,"Other intervertebral disc displacement, thoracic region"
72211,M5125,"Other intervertebral disc displacement, thoracolumbar region"
7222,M519,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
72230,M519,"Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
