ITEMID,COALESCED_CONCEPT_NAME,LABEL,FLUID,CATEGORY,LOINC_CODE,LOINC_CONCEPT_NAME,LOINC_CODE_MATCH,MAPPED_CONCEPT_CODE,MAPPED_CONCEPT_NAME
51002,Troponin I.cardiac [Mass/volume] in Serum or Plasma,Troponin I,Blood,Chemistry,10839-9,,true,10839-9,Troponin I.cardiac [Mass/volume] in Serum or Plasma
51003,Troponin T.cardiac [Mass/volume] in Serum or Plasma,Troponin T,Blood,Chemistry,6598-7,,true,6598-7,Troponin T.cardiac [Mass/volume] in Serum or Plasma
51004,Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma,"UE3, Maternal Screen",Blood,Chemistry,,,false,2250-9,Estriol (E3).unconjugated [Mass/volume] in Serum or Plasma
51005,Triiodothyronine resin uptake (T3RU) in Serum or Plasma,Uptake Ratio,Blood,Chemistry,3050-2,,true,3050-2,Triiodothyronine resin uptake (T3RU) in Serum or Plasma
51006,Urea nitrogen [Mass/volume] in Serum or Plasma,Urea Nitrogen,Blood,Chemistry,3094-0,,true,3094-0,Urea nitrogen [Mass/volume] in Serum or Plasma
51007,Urate [Mass/volume] in Serum or Plasma,Uric Acid,Blood,Chemistry,3084-1,,true,3084-1,Urate [Mass/volume] in Serum or Plasma
51008,Valproate [Mass/volume] in Serum or Plasma,Valproic Acid,Blood,Chemistry,4086-5,,true,4086-5,Valproate [Mass/volume] in Serum or Plasma
51009,Vancomycin [Mass/volume] in Serum or Plasma,Vancomycin,Blood,Chemistry,20578-1,,true,20578-1,Vancomycin [Mass/volume] in Serum or Plasma
51010,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,Vitamin B12,Blood,Chemistry,2170-9,Deprecated Cobalamin [Mass/volume] in Serum,false,2132-9,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma
51011,Albumin [Mass/volume] in Cerebral spinal fluid,<Albumin>,Cerebrospinal Fluid (CSF),Chemistry,1746-7,Albumin [Mass/volume] in Cerebral spinal fluid,false,,
51012,Bilirubin.total [Mass/volume] in Cerebral spinal fluid,"Bilirubin, Total, CSF",Cerebrospinal Fluid (CSF),Chemistry,1973-7,Bilirubin.total [Mass/volume] in Cerebral spinal fluid,false,,
51013,,"Chloride, CSF",Cerebrospinal Fluid (CSF),Chemistry,,,true,,
51014,Glucose [Mass/volume] in Cerebral spinal fluid,"Glucose, CSF",Cerebrospinal Fluid (CSF),Chemistry,2342-4,Glucose [Mass/volume] in Cerebral spinal fluid,false,,
51015,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid,"Lactate Dehydrogenase, CSF",Cerebrospinal Fluid (CSF),Chemistry,2528-8,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid,false,,
51016,,"Miscellaneous, CSF",Cerebrospinal Fluid (CSF),Chemistry,,,true,,
51017,Protein electrophoresis panel - Cerebral spinal fluid,"PEP, CSF",Cerebrospinal Fluid (CSF),Chemistry,24352-7,Protein electrophoresis panel - Cerebral spinal fluid,false,,
51018,Protein [Mass/volume] in Cerebral spinal fluid,"Total Protein, CSF",Cerebrospinal Fluid (CSF),Chemistry,2880-3,Protein [Mass/volume] in Cerebral spinal fluid,false,,
51019,Albumin [Mass/volume] in Synovial fluid,"Albumin, Joint Fluid",Joint Fluid,Chemistry,,,false,1752-5,Albumin [Mass/volume] in Synovial fluid
51020,Amylase [Enzymatic activity/volume] in Synovial fluid,"Amylase, Joint Fluid",Joint Fluid,Chemistry,14388-3,,true,14388-3,Amylase [Enzymatic activity/volume] in Synovial fluid
51021,Creatinine [Mass/volume] in Synovial fluid,"Creatinine, Joint Fluid",Joint Fluid,Chemistry,14401-4,,true,14401-4,Creatinine [Mass/volume] in Synovial fluid
51022,Glucose [Mass/volume] in Synovial fluid,"Glucose, Joint Fluid",Joint Fluid,Chemistry,2348-1,,true,2348-1,Glucose [Mass/volume] in Synovial fluid
51023,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid,"LD, Joint Fluid",Joint Fluid,Chemistry,2533-8,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid,false,,Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid
51024,Protein [Mass/volume] in Synovial fluid,"Total Protein, Joint Fluid",Joint Fluid,Chemistry,2886-0,,true,2886-0,Protein [Mass/volume] in Synovial fluid
51025,Albumin [Mass/volume] in Body fluid,"Albumin, Body Fluid",Other Body Fluid,Chemistry,1747-5,,true,1747-5,Albumin [Mass/volume] in Body fluid
51026,Amylase [Enzymatic activity/volume] in Body fluid,"Amylase, Body Fluid",Other Body Fluid,Chemistry,1795-4,,true,1795-4,Amylase [Enzymatic activity/volume] in Body fluid
51027,Bicarbonate [Moles/volume] in Body fluid,"Bicarbonate, Other Fluid",Other Body Fluid,Chemistry,11211-0,"Carbon dioxide, total [Moles/volume] in Body fluid",false,16459-0,Bicarbonate [Moles/volume] in Body fluid
51028,Bilirubin.total [Mass/volume] in Body fluid,"Bilirubin, Total, Body Fluid",Other Body Fluid,Chemistry,1974-5,,true,1974-5,Bilirubin.total [Mass/volume] in Body fluid
51029,Calcium [Mass/volume] in Body fluid,"Calcium, Body Fluid",Other Body Fluid,Chemistry,15155-5,,true,15155-5,Calcium [Mass/volume] in Body fluid
51030,Chloride [Moles/volume] in Body fluid,"Chloride, Body Fluid",Other Body Fluid,Chemistry,2072-7,,true,2072-7,Chloride [Moles/volume] in Body fluid
51031,Cholesterol [Mass/volume] in Body fluid,"Cholesterol, Body Fluid",Other Body Fluid,Chemistry,12183-0,,true,12183-0,Cholesterol [Mass/volume] in Body fluid
51032,Creatinine [Mass/volume] in Body fluid,"Creatinine, Body Fluid",Other Body Fluid,Chemistry,12190-5,,true,12190-5,Creatinine [Mass/volume] in Body fluid
51033,Fibronectin.fetal [Presence] in Vaginal fluid,FetalFN,Other Body Fluid,Chemistry,,,false,20404-0,Fibronectin.fetal [Presence] in Vaginal fluid
51034,Glucose [Mass/volume] in Body fluid,"Glucose, Body Fluid",Other Body Fluid,Chemistry,2344-0,,true,2344-0,Glucose [Mass/volume] in Body fluid
51035,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid,"LD, Body Fluid",Other Body Fluid,Chemistry,2529-6,,true,2529-6,Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid
51036,Lipase [Enzymatic activity/volume] in Body fluid,"Lipase, Body Fluid",Other Body Fluid,Chemistry,15212-4,,true,15212-4,Lipase [Enzymatic activity/volume] in Body fluid
51037,Magnesium [Mass/volume] in Body fluid,"Magnesium, Body Fluid",Other Body Fluid,Chemistry,29365-4,,true,29365-4,Magnesium [Mass/volume] in Body fluid
51038,,"Miscellaneous, Body Fluid",Other Body Fluid,Chemistry,,,true,,
51039,Osmolality of Body fluid,"Osmolality, Body Fluid",Other Body Fluid,Chemistry,15200-9,,true,15200-9,Osmolality of Body fluid
51040,Phosphate [Mass/volume] in Body fluid,"Phosphate, Body Fluid",Other Body Fluid,Chemistry,12242-4,,true,12242-4,Phosphate [Mass/volume] in Body fluid
51041,Potassium [Moles/volume] in Body fluid,"Potassium, Body Fluid",Other Body Fluid,Chemistry,2821-7,,true,2821-7,Potassium [Moles/volume] in Body fluid
51042,Sodium [Moles/volume] in Body fluid,"Sodium, Body Fluid",Other Body Fluid,Chemistry,2950-4,,true,2950-4,Sodium [Moles/volume] in Body fluid
51043,Protein [Mass/volume] in Body fluid,"Total Protein, Body Fluid",Other Body Fluid,Chemistry,2881-1,,true,2881-1,Protein [Mass/volume] in Body fluid
51044,Triglyceride [Mass/volume] in Body fluid,Triglycer,Other Body Fluid,Chemistry,12228-3,,true,12228-3,Triglyceride [Mass/volume] in Body fluid
51045,Urea nitrogen [Mass/volume] in Body fluid,"Urea Nitrogen, Body Fluid",Other Body Fluid,Chemistry,3093-2,,true,3093-2,Urea nitrogen [Mass/volume] in Body fluid
51046,Albumin [Mass/volume] in Pleural fluid,"Albumin, Pleural",Pleural,Chemistry,1748-3,,true,1748-3,Albumin [Mass/volume] in Pleural fluid
51047,Amylase [Enzymatic activity/volume] in Pleural fluid,"Amylase, Pleural",Pleural,Chemistry,1796-2,,true,1796-2,Amylase [Enzymatic activity/volume] in Pleural fluid
51048,Bicarbonate [Moles/volume] in Pleural fluid,"Bicarbonate, Pleural",Pleural,Chemistry,54361-1,,true,54361-1,Bicarbonate [Moles/volume] in Pleural fluid
51049,Bilirubin.total [Mass/volume] in Pleural fluid,"Bilirubin, Total, Pleural",Pleural,Chemistry,14421-2,,true,14421-2,Bilirubin.total [Mass/volume] in Pleural fluid
51050,Chloride [Moles/volume] in Pleural fluid,"Chloride, Pleural",Pleural,Chemistry,53627-6,,true,53627-6,Chloride [Moles/volume] in Pleural fluid
51051,Cholesterol [Mass/volume] in Pleural fluid,"Cholesterol, Pleural",Pleural,Chemistry,9618-0,,true,9618-0,Cholesterol [Mass/volume] in Pleural fluid
51052,Creatinine [Mass/volume] in Pleural fluid,"Creatinine, Pleural",Pleural,Chemistry,14399-0,,true,14399-0,Creatinine [Mass/volume] in Pleural fluid
51053,Glucose [Mass/volume] in Pleural fluid,"Glucose, Pleural",Pleural,Chemistry,2346-5,,true,2346-5,Glucose [Mass/volume] in Pleural fluid
51054,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid,"Lactate Dehydrogenase, Pleural",Pleural,Chemistry,2530-4,,true,2530-4,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid
51055,Lipase [Enzymatic activity/volume] in Pleural fluid,"Lipase, Pleural",Pleural,Chemistry,,,false,47418-9,Lipase [Enzymatic activity/volume] in Pleural fluid
51056,,"Miscellaneous, Pleural",Pleural,Chemistry,,,true,,
51057,Potassium [Moles/volume] in Specimen,"Potassium, Pleural",Pleural,Chemistry,,,false,32336-0,Potassium [Moles/volume] in Specimen
51058,Sodium [Moles/volume] in Specimen,"Sodium, Pleural",Pleural,Chemistry,,,false,32340-2,Sodium [Moles/volume] in Specimen
51059,Protein [Mass/volume] in Pleural fluid,"Total Protein, Pleural",Pleural,Chemistry,2882-9,,true,2882-9,Protein [Mass/volume] in Pleural fluid
51060,Triglyceride [Mass/volume] in Pleural fluid,"Triglycerides, Pleural",Pleural,Chemistry,9619-8,,true,9619-8,Triglyceride [Mass/volume] in Pleural fluid
51061,Bicarbonate [Moles/volume] in Specimen,"Bicarbonate, Stool",Stool,Chemistry,14040-0,"Carbon dioxide, total [Moles/volume] in Stool",false,22735-5,Bicarbonate [Moles/volume] in Specimen
51062,Chloride [Moles/volume] in Stool,"Chloride, Stool",Stool,Chemistry,15158-9,,true,15158-9,Chloride [Moles/volume] in Stool
51063,Osmolality of Stool,"Osmolality, Stool",Stool,Chemistry,2693-0,,true,2693-0,Osmolality of Stool
51064,Potassium [Moles/volume] in Stool,"Potassium, Stool",Stool,Chemistry,15202-5,,true,15202-5,Potassium [Moles/volume] in Stool
51065,Sodium [Moles/volume] in Stool,"Sodium, Stool",Stool,Chemistry,15207-4,,true,15207-4,Sodium [Moles/volume] in Stool
51066,Calcium [Mass/time] in 24 hour Urine,24 hr Calcium,Urine,Chemistry,6874-2,,true,6874-2,Calcium [Mass/time] in 24 hour Urine
51067,Creatinine [Mass/time] in 24 hour Urine,24 hr Creatinine,Urine,Chemistry,2162-6,,true,2162-6,Creatinine [Mass/time] in 24 hour Urine
51068,Protein [Mass/time] in 24 hour Urine,24 hr Protein,Urine,Chemistry,2889-4,,true,2889-4,Protein [Mass/time] in 24 hour Urine
51069,Microalbumin [Mass/volume] in Urine,"Albumin, Urine",Urine,Chemistry,1754-1,Albumin [Mass/volume] in Urine,false,14957-5,Microalbumin [Mass/volume] in Urine
51070,Microalbumin/Creatinine [Mass Ratio] in 24 hour Urine,"Albumin/Creatinine, Urine",Urine,Chemistry,14958-3,,true,14958-3,Microalbumin/Creatinine [Mass Ratio] in 24 hour Urine
51071,Amphetamine [Presence] in Urine by Screen method,"Amphetamine Screen, Urine",Urine,Chemistry,3349-8,Amphetamines [Presence] in Urine,false,19343-3,Amphetamine [Presence] in Urine by Screen method
51072,Amylase [Enzymatic activity/volume] in Urine,"Amylase, Urine",Urine,Chemistry,1799-6,,true,1799-6,Amylase [Enzymatic activity/volume] in Urine
51073,Amylase/Creatinine [Ratio] in Urine,"Amylase/Creatinine Ratio, Urine",Urine,Chemistry,34235-2,Amylase/Creatinine [Ratio] in Urine,false,,Amylase/Creatinine [Ratio] in Urine
51074,Barbiturates [Presence] in Urine by Screen method,"Barbiturate Screen, Urine",Urine,Chemistry,3377-9,Barbiturates [Presence] in Urine,false,19270-8,Barbiturates [Presence] in Urine by Screen method
51075,Benzodiazepines [Presence] in Urine by Screen method,"Benzodiazepine Screen, Urine",Urine,Chemistry,3390-2,Benzodiazepines [Presence] in Urine,false,14316-4,Benzodiazepines [Presence] in Urine by Screen method
51076,Bicarbonate [Moles/volume] in Urine,"Bicarbonate, Urine",Urine,Chemistry,1964-6,,true,1964-6,Bicarbonate [Moles/volume] in Urine
51077,Calcium [Mass/volume] in Urine,"Calcium, Urine",Urine,Chemistry,2004-0,Calcium [Moles/volume] in Urine,false,17862-4,Calcium [Mass/volume] in Urine
51078,Chloride [Moles/volume] in Urine,"Chloride, Urine",Urine,Chemistry,2078-4,,true,2078-4,Chloride [Moles/volume] in Urine
51079,Cocaine [Presence] in Urine,"Cocaine, Urine",Urine,Chemistry,3397-7,,true,3397-7,Cocaine [Presence] in Urine
51080,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,Creatinine Clearance,Urine,Chemistry,33558-8,Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration,false,2164-2,Creatinine renal clearance in 24 hour Urine and Serum or Plasma
51081,Creatinine [Mass/volume] in Serum or Plasma,"Creatinine, Serum",Urine,Chemistry,,,false,2160-0,Creatinine [Mass/volume] in Serum or Plasma
51082,Creatinine [Mass/volume] in Urine,"Creatinine, Urine",Urine,Chemistry,2161-8,,true,2161-8,Creatinine [Mass/volume] in Urine
51083,Ethanol [Presence] in Urine,"Ethanol, Urine",Urine,Chemistry,5644-0,,true,5644-0,Ethanol [Presence] in Urine
51084,Glucose [Mass/volume] in Urine,"Glucose, Urine",Urine,Chemistry,2350-7,,true,2350-7,Glucose [Mass/volume] in Urine
51085,Choriogonadotropin (pregnancy test) [Presence] in Urine,"HCG, Urine, Qualitative",Urine,Chemistry,2106-3,,true,2106-3,Choriogonadotropin (pregnancy test) [Presence] in Urine
51086,Immunofixation for Urine,"Immunofixation, Urine",Urine,Chemistry,49276-9,Immunofixation for Urine Narrative,false,13440-3,Immunofixation for Urine
51087,Collection duration of Urine,Length of Urine Collection,Urine,Chemistry,13362-9,,true,13362-9,Collection duration of Urine
51088,Magnesium [Mass/volume] in Urine,"Magnesium, Urine",Urine,Chemistry,2598-1,Magnesium [Moles/volume] in Urine,false,19124-7,Magnesium [Mass/volume] in Urine
51089,Tetrahydrocannabinol [Presence] in Urine,Marijuana,Urine,Chemistry,3427-2,Cannabinoids [Presence] in Urine,false,3426-4,Tetrahydrocannabinol [Presence] in Urine
51090,Methadone [Presence] in Urine,"Methadone, Urine",Urine,Chemistry,3773-9,,true,3773-9,Methadone [Presence] in Urine
51091,Myoglobin [Presence] in Urine,"Myoglobin, Urine",Urine,Chemistry,2640-1,,true,2640-1,Myoglobin [Presence] in Urine
51092,Opiates [Presence] in Urine by Screen method,"Opiate Screen, Urine",Urine,Chemistry,3879-4,Opiates [Presence] in Urine,false,19295-5,Opiates [Presence] in Urine by Screen method
51093,Osmolality of Urine,"Osmolality, Urine",Urine,Chemistry,2695-5,,true,2695-5,Osmolality of Urine
51094,pH of Urine,pH,Urine,Chemistry,2756-5,,true,2756-5,pH of Urine
51095,Phosphate [Mass/volume] in Urine,"Phosphate, Urine",Urine,Chemistry,2778-9,,true,2778-9,Phosphate [Mass/volume] in Urine
51096,Porphobilinogen [Presence] in Urine,Porphobilinogen Screen,Urine,Chemistry,2809-2,,true,2809-2,Porphobilinogen [Presence] in Urine
51097,Potassium [Moles/volume] in Urine,"Potassium, Urine",Urine,Chemistry,2828-2,,true,2828-2,Potassium [Moles/volume] in Urine
51098,Protein Fractions [Interpretation] in Urine by Electrophoresis,"Prot. Electrophoresis, Urine",Urine,Chemistry,13438-7,,true,13438-7,Protein Fractions [Interpretation] in Urine by Electrophoresis
51099,Protein/Creatinine [Mass Ratio] in Urine,Protein/Creatinine Ratio,Urine,Chemistry,2890-2,,true,2890-2,Protein/Creatinine [Mass Ratio] in Urine
51100,Sodium [Moles/volume] in Urine,"Sodium, Urine",Urine,Chemistry,2955-3,,true,2955-3,Sodium [Moles/volume] in Urine
51101,Collection duration of Urine,Total Collection Time,Urine,Chemistry,13362-9,,true,13362-9,Collection duration of Urine
51102,Protein [Mass/volume] in Urine,"Total Protein, Urine",Urine,Chemistry,2887-8,Protein [Presence] in Urine,false,2888-6,Protein [Mass/volume] in Urine
51103,,Uhold,Urine,Chemistry,,,true,,
51104,Urea nitrogen [Mass/volume] in Urine,"Urea Nitrogen, Urine",Urine,Chemistry,3095-7,,true,3095-7,Urea nitrogen [Mass/volume] in Urine
51105,Urate [Mass/volume] in Urine,"Uric Acid, Urine",Urine,Chemistry,3086-6,,true,3086-6,Urate [Mass/volume] in Urine
51106,Creatinine [Mass/volume] in Urine,Urine Creatinine,Urine,Chemistry,,,false,2161-8,Creatinine [Mass/volume] in Urine
51107,,"Urine tube, held",Urine,Chemistry,,,true,,
51108,Volume of Urine,Urine Volume,Urine,Chemistry,28009-9,,true,28009-9,Volume of Urine
51109,Volume of Urine,"Urine Volume, Total",Urine,Chemistry,28009-9,,true,28009-9,Volume of Urine
51110,Variant lymphocytes/100 leukocytes in Peritoneal fluid,Atypical Lymphocytes,Ascites,Hematology,33369-0,,true,33369-0,Variant lymphocytes/100 leukocytes in Peritoneal fluid
51111,Band form neutrophils/100 leukocytes in Peritoneal fluid by Manual count,Bands,Ascites,Hematology,,,false,99603-3,Band form neutrophils/100 leukocytes in Peritoneal fluid by Manual count
51112,Basophils/100 leukocytes in Peritoneal fluid,Basophils,Ascites,Hematology,35069-4,,true,35069-4,Basophils/100 leukocytes in Peritoneal fluid
51113,Blasts/100 leukocytes in Peritoneal fluid,Blasts,Ascites,Hematology,,,false,33372-4,Blasts/100 leukocytes in Peritoneal fluid
51114,Eosinophils/100 leukocytes in Peritoneal fluid,Eosinophils,Ascites,Hematology,30380-0,,true,30380-0,Eosinophils/100 leukocytes in Peritoneal fluid
51115,Hematocrit [Volume Fraction] of Body fluid,"Hematocrit, Ascites",Ascites,Hematology,,,false,11153-4,Hematocrit [Volume Fraction] of Body fluid
51116,Lymphocytes/100 leukocytes in Peritoneal fluid,Lymphocytes,Ascites,Hematology,26482-0,,true,26482-0,Lymphocytes/100 leukocytes in Peritoneal fluid
51117,Macrophages/100 leukocytes in Peritoneal fluid by Manual count,Macrophage,Ascites,Hematology,40517-5,,true,40517-5,Macrophages/100 leukocytes in Peritoneal fluid by Manual count
51118,Mesothelial cells/100 leukocytes in Peritoneal fluid,Mesothelial Cell,Ascites,Hematology,30432-9,,true,30432-9,Mesothelial cells/100 leukocytes in Peritoneal fluid
51119,Metamyelocytes/100 leukocytes in Body fluid,Metamyelocytes,Ascites,Hematology,,,false,17801-2,Metamyelocytes/100 leukocytes in Body fluid
51120,Monocytes/100 leukocytes in Peritoneal fluid,Monocytes,Ascites,Hematology,26488-7,,true,26488-7,Monocytes/100 leukocytes in Peritoneal fluid
51121,Myelocytes/100 leukocytes in Body fluid,Myelocytes,Ascites,Hematology,,,false,17800-4,Myelocytes/100 leukocytes in Body fluid
51122,Nucleated erythrocytes/100 cells in Peritoneal fluid,Nucleated RBC,Ascites,Hematology,,,false,70171-4,Nucleated erythrocytes/100 cells in Peritoneal fluid
51123,Leukocytes other/100 leukocytes in Peritoneal fluid,Other,Ascites,Hematology,,,false,30409-7,Leukocytes other/100 leukocytes in Peritoneal fluid
51124,Plasma cells/100 leukocytes in Peritoneal fluid by Manual count,Plasma,Ascites,Hematology,40518-3,,true,40518-3,Plasma cells/100 leukocytes in Peritoneal fluid by Manual count
51125,Polymorphonuclear cells/100 leukocytes in Peritoneal fluid,Polys,Ascites,Hematology,26520-7,,true,26520-7,Polymorphonuclear cells/100 leukocytes in Peritoneal fluid
51126,Promyelocytes/100 leukocytes in Body fluid,Promyelocytes,Ascites,Hematology,,,false,17799-8,Promyelocytes/100 leukocytes in Body fluid
51127,Erythrocytes [#/volume] in Peritoneal fluid,"RBC, Ascites",Ascites,Hematology,26457-2,,true,26457-2,Erythrocytes [#/volume] in Peritoneal fluid
51128,Leukocytes [#/volume] in Peritoneal fluid,"WBC, Ascites",Ascites,Hematology,26468-9,Leukocytes [#/volume] in Peritoneal fluid,false,,
51129,,Young,Ascites,Hematology,,,true,,
51130,CD3 cells [#/volume] in Blood,Absolute CD3 Count,Blood,Hematology,8124-0,CD3 cells/100 cells in Blood,false,8122-4,CD3 cells [#/volume] in Blood
51131,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,Absolute CD4 Count,Blood,Hematology,8128-1,Deprecated CD4 cells/100 cells in Blood,false,24467-3,CD3+CD4+ (T4 helper) cells [#/volume] in Blood
51132,CD3+CD8+ (T8 suppressor cells) cells [#/volume] in Blood,Absolute CD8 Count,Blood,Hematology,8138-0,Deprecated CD8 cells/100 cells in Blood,false,14135-8,CD3+CD8+ (T8 suppressor cells) cells [#/volume] in Blood
51133,Lymphocytes [#/volume] in Blood by Automated count,Absolute Lymphocyte Count,Blood,Hematology,26474-7,Lymphocytes [#/volume] in Blood,false,731-0,Lymphocytes [#/volume] in Blood by Automated count
51134,Acanthocytes [Presence] in Blood by Light microscopy,Acanthocytes,Blood,Hematology,7789-1,,true,7789-1,Acanthocytes [Presence] in Blood by Light microscopy
51135,Adenosine diphosphate [Mass/volume] in Serum,ADP,Blood,Hematology,,,false,1724-4,Adenosine diphosphate [Mass/volume] in Serum
51136,Plasmin inhibitor actual/normal in Platelet poor plasma by Chromogenic method,Alpha Antiplasmin,Blood,Hematology,,,false,27810-1,Plasmin inhibitor actual/normal in Platelet poor plasma by Chromogenic method
51137,Anisocytosis [Presence] in Blood,Anisocytosis,Blood,Hematology,702-1,Anisocytosis [Presence] in Blood by Light microscopy,false,38892-6,Anisocytosis [Presence] in Blood
51138,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,Anticardiolipin Antibody IgG,Blood,Hematology,8065-5,Cardiolipin IgG Ab [Units/volume] in Serum or Plasma,false,3181-5,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay
51139,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,Anticardiolipin Antibody IgM,Blood,Hematology,3182-3,,true,3182-3,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay
51140,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,Antithrombin,Blood,Hematology,27811-9,,true,27811-9,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method
51141,Hemoglobin F [Presence] in Blood by Alkali denaturation,APT Test,Blood,Hematology,,,false,4632-6,Hemoglobin F [Presence] in Blood by Alkali denaturation
51142,Arachidonate (C20:4w6) [Moles/volume] in Serum or Plasma,Arachadonic Acid,Blood,Hematology,,,false,35168-4,Arachidonate (C20:4w6) [Moles/volume] in Serum or Plasma
51143,Variant lymphocytes/100 leukocytes in Blood,Atypical Lymphocytes,Blood,Hematology,733-6,Variant lymphocytes [Presence] in Blood by Light microscopy,false,13046-8,Variant lymphocytes/100 leukocytes in Blood
51144,Band form neutrophils/100 leukocytes in Blood,Bands,Blood,Hematology,763-3,Band form neutrophils [#/volume] in Blood by Manual count,false,26508-2,Band form neutrophils/100 leukocytes in Blood
51145,Basophilic stippling [Presence] in Blood by Light microscopy,Basophilic Stippling,Blood,Hematology,703-9,,true,703-9,Basophilic stippling [Presence] in Blood by Light microscopy
51146,Basophils/100 leukocytes in Blood by Automated count,Basophils,Blood,Hematology,704-7,Basophils [#/volume] in Blood by Automated count,false,706-2,Basophils/100 leukocytes in Blood by Automated count
51147,Bite cells [Presence] in Blood by Light microscopy,Bite Cells,Blood,Hematology,10371-3,,true,10371-3,Bite cells [Presence] in Blood by Light microscopy
51148,Blasts/100 leukocytes in Blood,Blasts,Blood,Hematology,708-8,Blasts [#/volume] in Blood by Manual count,false,26446-5,Blasts/100 leukocytes in Blood
51149,Bleeding time,Bleeding Time,Blood,Hematology,11067-6,,true,11067-6,Bleeding time
51150,Parasite [Presence] in Blood by Light microscopy,Blood Parasite Smear,Blood,Hematology,24429-3,Parasite identified in Blood,false,91900-1,Parasite [Presence] in Blood by Light microscopy
51151,Burr cells [Presence] in Blood by Light microscopy,Burr Cells,Blood,Hematology,7790-9,Burr cells [Presence] in Blood by Light microscopy,false,,
51152,CD10 cells/100 cells in Blood,CD10,Blood,Hematology,8107-5,,true,8107-5,CD10 cells/100 cells in Blood
51153,CD103 cells/100 cells in Blood,CD103,Blood,Hematology,,,false,17100-9,CD103 cells/100 cells in Blood
51154,CD117 cells/100 cells in Blood,CD117,Blood,Hematology,17107-4,,true,17107-4,CD117 cells/100 cells in Blood
51155,CD11c cells/100 cells in Blood,CD11c,Blood,Hematology,8109-1,,true,8109-1,CD11c cells/100 cells in Blood
51156,CD13 cells/100 cells in Blood,CD13,Blood,Hematology,8110-9,,true,8110-9,CD13 cells/100 cells in Blood
51157,CD138 cells/100 cells in Blood,CD138,Blood,Hematology,42869-8,,true,42869-8,CD138 cells/100 cells in Blood
51158,CD14 cells/100 cells in Blood,CD14,Blood,Hematology,8111-7,,true,8111-7,CD14 cells/100 cells in Blood
51159,CD15 cells/100 cells in Blood,CD15,Blood,Hematology,17117-3,,true,17117-3,CD15 cells/100 cells in Blood
51160,CD16+CD56+ cells/100 cells in Blood,CD16/56,Blood,Hematology,18267-5,CD16+CD56+ cells/100 cells in Blood,false,,
51161,CD16 cells/100 cells in Blood,CD16,Blood,Hematology,8115-8,,true,8115-8,CD16 cells/100 cells in Blood
51162,CD16+CD56+ cells [#/volume] in Blood,CD16/56 Absolute Count,Blood,Hematology,,,false,20402-4,CD16+CD56+ cells [#/volume] in Blood
51163,CD16+CD56+ cells/100 cells in Blood,CD16/56%,Blood,Hematology,,,false,18267-5,CD16+CD56+ cells/100 cells in Blood
51164,CD19 cells/100 cells in Blood,CD19,Blood,Hematology,8117-4,,true,8117-4,CD19 cells/100 cells in Blood
51165,CD19 cells/100 cells in Blood,CD19 %,Blood,Hematology,,,false,8117-4,CD19 cells/100 cells in Blood
51166,CD19 cells [#/volume] in Blood,CD19 Absolute Count,Blood,Hematology,,,false,8116-6,CD19 cells [#/volume] in Blood
51167,CD2 cells/100 cells in Blood,CD2,Blood,Hematology,8118-2,,true,8118-2,CD2 cells/100 cells in Blood
51168,CD20 cells/100 cells in Blood,CD20,Blood,Hematology,8119-0,,true,8119-0,CD20 cells/100 cells in Blood
51169,CD20 cells/100 cells in Blood,CD20 %,Blood,Hematology,,,false,8119-0,CD20 cells/100 cells in Blood
51170,CD20 cells [#/volume] in Blood,CD20 Absolute Count,Blood,Hematology,,,false,9558-8,CD20 cells [#/volume] in Blood
51171,CD22 cells/100 cells in Blood,CD22,Blood,Hematology,14017-8,,true,14017-8,CD22 cells/100 cells in Blood
51172,CD23 cells/100 cells in Blood,CD23,Blood,Hematology,14018-6,,true,14018-6,CD23 cells/100 cells in Blood
51173,CD25 cells/100 cells in Blood,CD25,Blood,Hematology,,,false,8121-6,CD25 cells/100 cells in Blood
51174,CD3 cells/100 cells in Blood,CD3 %,Blood,Hematology,,,false,8124-0,CD3 cells/100 cells in Blood
